종목명,종목코드,시장,섹터코드,섹터명,기존섹터코드,기존섹터명,분류근거,매칭방식,검토신뢰도,추가검토필요
대동기어,008830,KOSDAQ,S13,기계·산업장비,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
대모,317850,KOSDAQ,S13,기계·산업장비,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
대보마그네틱,290670,KOSDAQ,S13,기계·산업장비,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
대성하이텍,129920,KOSDAQ,S13,기계·산업장비,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
대아티아이,045390,KOSDAQ,S13,기계·산업장비,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
대양전기공업,108380,KOSDAQ,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
대원산업,005710,KOSDAQ,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
대주산업,003310,KOSDAQ,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
도이치모터스,067990,KOSDAQ,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
동국산업,005160,KOSDAQ,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
디와이피엔에프,104460,KOSDAQ,S13,기계·산업장비,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
디케이락,105740,KOSDAQ,S13,기계·산업장비,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
라온로보틱스,232680,KOSDAQ,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
로보로보,215100,KOSDAQ,S13,기계·산업장비,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
로보스타,090360,KOSDAQ,S13,기계·산업장비,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
루트K,195990,KOSDAQ,S13,기계·산업장비,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
미래컴퍼니,049950,KOSDAQ,S13,기계·산업장비,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
브이엠,089970,KOSDAQ,S13,기계·산업장비,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
비에이치아이,083650,KOSDAQ,S13,기계·산업장비,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
비엠티,086670,KOSDAQ,S13,기계·산업장비,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
삼보모터스,053700,KOSDAQ,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
삼보산업,009620,KOSDAQ,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
서남,294630,KOSDAQ,S13,기계·산업장비,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
서암기계공업,100660,KOSDAQ,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
세미티에스,0017J0,KOSDAQ,S13,기계·산업장비,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
스맥,099440,KOSDAQ,S13,기계·산업장비,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
스페코,013810,KOSDAQ,S13,기계·산업장비,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
쎄크,081180,KOSDAQ,S13,기계·산업장비,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
씨메스로보틱스,475400,KOSDAQ,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
씨앤지하이테크,264660,KOSDAQ,S13,기계·산업장비,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
씨에스베어링,297090,KOSDAQ,S13,기계·산업장비,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
아세아텍,050860,KOSDAQ,S13,기계·산업장비,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
아스플로,159010,KOSDAQ,S13,기계·산업장비,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
아이로보틱스,066430,KOSDAQ,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
아이엠티,451220,KOSDAQ,S13,기계·산업장비,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
아진산업,013310,KOSDAQ,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
앤로보틱스,138360,KOSDAQ,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
에너토크,019990,KOSDAQ,S13,기계·산업장비,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
에스비비테크,389500,KOSDAQ,S13,기계·산업장비,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
에스앤더블류,103230,KOSDAQ,S13,기계·산업장비,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
에스티아이,039440,KOSDAQ,S13,기계·산업장비,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
에쎈테크,043340,KOSDAQ,S13,기계·산업장비,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
에이치케이,044780,KOSDAQ,S13,기계·산업장비,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
에이텍,045660,KOSDAQ,S13,기계·산업장비,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
엔젤로보틱스,455900,KOSDAQ,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
엔젯,419080,KOSDAQ,S13,기계·산업장비,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
엠엑스로보틱스,007820,KOSDAQ,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
오리엔탈정공,014940,KOSDAQ,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
오리엔트정공,065500,KOSDAQ,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
우리산업,215360,KOSDAQ,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
우리산업홀딩스,072470,KOSDAQ,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
우림피티에스,101170,KOSDAQ,S13,기계·산업장비,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
워트,396470,KOSDAQ,S13,기계·산업장비,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
원일티엔아이,136150,KOSDAQ,S13,기계·산업장비,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
유일로보틱스,388720,KOSDAQ,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
유진로봇,056080,KOSDAQ,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
유진테크,084370,KOSDAQ,S13,기계·산업장비,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
이노메트리,302430,KOSDAQ,S13,기계·산업장비,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
이노테크,469610,KOSDAQ,S13,기계·산업장비,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
인화정공,101930,KOSDAQ,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
자비스,254120,KOSDAQ,S13,기계·산업장비,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
제닉스로보틱스,381620,KOSDAQ,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
제룡산업,147830,KOSDAQ,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
제이브이엠,054950,KOSDAQ,S13,기계·산업장비,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
제이스로보틱스,090470,KOSDAQ,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
제이엔비,452160,KOSDAQ,S13,기계·산업장비,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
젬백스,082270,KOSDAQ,S13,기계·산업장비,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
지아이에스,306620,KOSDAQ,S13,기계·산업장비,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
지아이텍,382480,KOSDAQ,S13,기계·산업장비,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
진성티이씨,036890,KOSDAQ,S13,기계·산업장비,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
케이엔솔,053080,KOSDAQ,S13,기계·산업장비,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
케이피항공산업,288180,KOSDAQ,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
코닉오토메이션,391710,KOSDAQ,S13,기계·산업장비,S03,금융·보험·투자,한국거래소 공식 업종,AI+수동검토,높음,True
코스모로보틱스,439960,KOSDAQ,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
클로봇,466100,KOSDAQ,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
티로보틱스,117730,KOSDAQ,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
티엑스알로보틱스,484810,KOSDAQ,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
파라텍,033540,KOSDAQ,S13,기계·산업장비,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
펨트론,168360,KOSDAQ,S13,기계·산업장비,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
포스뱅크,105760,KOSDAQ,S13,기계·산업장비,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
푸른로보틱스,094940,KOSDAQ,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
프로텍,053610,KOSDAQ,S13,기계·산업장비,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
피앤에스로보틱스,460940,KOSDAQ,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
한국정밀기계,101680,KOSDAQ,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
한빛레이저,452190,KOSDAQ,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
한창산업,079170,KOSDAQ,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
해성산업,034810,KOSDAQ,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
해성산업1우,03481K,KOSDAQ,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
해성에어로보틱스,059270,KOSDAQ,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
현대공업,170030,KOSDAQ,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
현대에버다임,041440,KOSDAQ,S13,기계·산업장비,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
현우산업,092300,KOSDAQ,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
화성밸브,039610,KOSDAQ,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
휴림로봇,090710,KOSDAQ,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
AJ네트웍스,095570,KOSPI,S13,기계·산업장비,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
DKME,015590,KOSPI,S13,기계·산업장비,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
HD건설기계,267270,KOSPI,S13,기계·산업장비,S09,플랫폼·인터넷·소프트웨어,자동 패턴 매칭,키워드,높음,False
HD현대,267250,KOSPI,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
HD현대마린엔진,071970,KOSPI,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
HD현대일렉트릭,267260,KOSPI,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
HJ중공업,097230,KOSPI,S13,기계·산업장비,S04,화학·소재,자동 패턴 매칭,키워드,높음,False
KC코트렐,119650,KOSPI,S13,기계·산업장비,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
KR모터스,000040,KOSPI,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
STX엔진,077970,KOSPI,S13,기계·산업장비,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
TYM,002900,KOSPI,S13,기계·산업장비,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
가온전선,000500,KOSPI,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
고려산업,002140,KOSPI,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
금강공업,014280,KOSPI,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
금강공업우,014285,KOSPI,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
기신정기,092440,KOSPI,S13,기계·산업장비,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
대성산업,128820,KOSPI,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
동원산업,006040,KOSPI,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
동일산업,004890,KOSPI,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
두산로보틱스,454910,KOSPI,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
두산밥캣,241560,KOSPI,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
두산에너빌리티,034020,KOSPI,S13,기계·산업장비,S04,화학·소재,자동 패턴 매칭,키워드,높음,False
디와이파워,210540,KOSPI,S13,기계·산업장비,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
명신산업,009900,KOSPI,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
미래산업,025560,KOSPI,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
부산산업,011390,KOSPI,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
사조산업,007160,KOSPI,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
삼성공조,006660,KOSPI,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
삼성중공업,010140,KOSPI,S13,기계·산업장비,S04,화학·소재,자동 패턴 매칭,키워드,높음,False
삼익THK,004380,KOSPI,S13,기계·산업장비,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
세진중공업,075580,KOSPI,S13,기계·산업장비,S04,화학·소재,자동 패턴 매칭,키워드,높음,False
송원산업,004430,KOSPI,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
애경산업,018250,KOSPI,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
우진플라임,049800,KOSPI,S13,기계·산업장비,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
이건산업,008250,KOSPI,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
이구산업,025820,KOSPI,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
이화산업,000760,KOSPI,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
일진전기,103590,KOSPI,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
제일연마,001560,KOSPI,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
진양산업,003780,KOSPI,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
태경산업,015890,KOSPI,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
평화산업,090080,KOSPI,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
한국주강,025890,KOSPI,S13,기계·산업장비,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
한신기계,011700,KOSPI,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
한익스프레스,014130,KOSPI,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
한진중공업홀딩스,003480,KOSPI,S13,기계·산업장비,S04,화학·소재,자동 패턴 매칭,키워드,높음,False
화천기계,010660,KOSPI,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
화천기공,000850,KOSPI,S13,기계·산업장비,S99,기타,자동 패턴 매칭,키워드,높음,False
효성중공업,298040,KOSPI,S13,기계·산업장비,S04,화학·소재,자동 패턴 매칭,키워드,높음,False
CJ ENM,035760,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,자동 패턴 매칭,키워드,높음,False
JYP Ent.,035900,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
KNN,058400,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
KX,122450,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
LIG아큐버,073490,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
M83,476080,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
NEW,160550,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,자동 패턴 매칭,키워드,높음,False
NE능률,053290,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
NHN벅스,104200,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
SAMG엔터,419530,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
SM C&C,048550,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
SM Life Design,063440,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
TJ미디어,032540,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,자동 패턴 매칭,키워드,높음,False
YTN,040300,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
iMBC,052220,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,자동 패턴 매칭,키워드,높음,False
가온그룹,078890,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
고스트스튜디오,950190,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,자동 패턴 매칭,키워드,높음,False
골드앤에스,035290,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
다보링크,340360,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
닷밀,464580,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
대원미디어,048910,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,자동 패턴 매칭,키워드,높음,False
더핑크퐁컴퍼니,403850,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
덱스터,206560,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,자동 패턴 매칭,키워드,높음,False
드림어스컴퍼니,060570,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
디앤씨미디어,263720,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,자동 패턴 매칭,키워드,높음,False
디지틀조선,033130,KOSDAQ,S14,미디어·콘텐츠·광고,S04,화학·소재,수동 오류 보정,수동보정,높음,False
라이콤,388790,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
모베이스,101330,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
모비데이즈,363260,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
미스터블루,207760,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
바른손이앤에이,035620,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,자동 패턴 매칭,키워드,높음,False
백금T&A,046310,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
버킷스튜디오,066410,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,자동 패턴 매칭,키워드,높음,False
삼진,032750,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
삼화네트웍스,046390,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
서원인텍,093920,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
쇼박스,086980,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
수성웹툰,084180,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,자동 패턴 매칭,키워드,높음,False
스타플렉스,115570,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
스튜디오드래곤,253450,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,자동 패턴 매칭,키워드,높음,False
스튜디오미르,408900,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,자동 패턴 매칭,키워드,높음,False
스튜디오삼익,415380,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,자동 패턴 매칭,키워드,높음,False
씨씨에스,066790,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
아이스크림미디어,461300,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,자동 패턴 매칭,키워드,높음,False
아이오케이이엔엠,078860,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
아틀라스링크,297570,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
아티스트스튜디오,200350,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,자동 패턴 매칭,키워드,높음,False
알비더블유,361570,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
알에프텍,061040,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
알트,459550,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
애니플러스,310200,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
에스엠,041510,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
에스코넥,096630,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
에스팀,458350,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
에이럭스,475580,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
에이스토리,241840,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
에이텍모빌리티,224110,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
에프엔씨엔터,173940,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
에피소드컴퍼니,317530,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
엔피,291230,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
영화테크,265560,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,자동 패턴 매칭,키워드,높음,False
오리콤,010470,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
옵티시스,109080,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
와이랩,432430,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
와이즈버즈,273060,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
와이지엔터테인먼트,122870,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,자동 패턴 매칭,키워드,높음,False
우리넷,115440,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
위지윅스튜디오,299900,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,자동 패턴 매칭,키워드,높음,False
유비쿼스,264450,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
이노인스트루먼트,215790,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
이엠넷,123570,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
이퓨쳐,134060,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
자이언트스텝,289220,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
차이커뮤니케이션,351870,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
초록뱀미디어,047820,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,자동 패턴 매칭,키워드,높음,False
칩스앤미디어,094360,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,자동 패턴 매칭,키워드,높음,False
케이티알파,036030,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
코맥스,036690,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
코위버,056360,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
코콤,015710,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
코퍼스코리아,322780,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
큐브엔터,182360,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
키이스트,054780,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
탑코미디어,134580,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,자동 패턴 매칭,키워드,높음,False
티비씨,033830,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
티엔엔터테인먼트,131100,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,자동 패턴 매칭,키워드,높음,False
팅크웨어,084730,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
파이오링크,170790,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
판타지오,032800,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
팬엔터테인먼트,068050,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,자동 패턴 매칭,키워드,높음,False
포바이포,389140,KOSDAQ,S14,미디어·콘텐츠·광고,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
